"","TCGA_barcode","TCGA_submitterID","Match_id"
"1","TCGA-CZ-5453-11A-01R-1503-07","TCGA-CZ-5453",NA
"2","TCGA-CJ-5679-11A-01R-1541-07","TCGA-CJ-5679",NA
"3","TCGA-CJ-5681-11A-01R-1541-07","TCGA-CJ-5681",NA
"4","TCGA-CZ-5466-11A-01R-1503-07","TCGA-CZ-5466",NA
"5","TCGA-CW-6087-11A-01R-1672-07","TCGA-CW-6087",NA
"6","TCGA-CJ-5689-11A-01R-1541-07","TCGA-CJ-5689",NA
"7","TCGA-CW-5580-11A-02R-1672-07","TCGA-CW-5580",NA
"8","TCGA-B0-5705-11A-01R-1541-07","TCGA-B0-5705",NA
"9","TCGA-B2-5636-11A-01R-1541-07","TCGA-B2-5636",NA
"10","TCGA-CZ-5454-11A-01R-1503-07","TCGA-CZ-5454",NA
"11","TCGA-CZ-5461-11A-01R-1503-07","TCGA-CZ-5461",NA
"12","TCGA-CZ-5984-11A-01R-1672-07","TCGA-CZ-5984",NA
"13","TCGA-CZ-5987-11A-01R-1672-07","TCGA-CZ-5987",NA
"14","TCGA-CW-5589-11A-01R-1541-07","TCGA-CW-5589",NA
"15","TCGA-CZ-5458-11A-01R-1503-07","TCGA-CZ-5458",NA
"16","TCGA-B8-5549-11A-01R-1541-07","TCGA-B8-5549",NA
"17","TCGA-CZ-4865-11A-01R-1503-07","TCGA-CZ-4865",NA
"18","TCGA-B0-5699-11A-01R-1541-07","TCGA-B0-5699",NA
"19","TCGA-CZ-5451-11A-01R-1503-07","TCGA-CZ-5451",NA
"20","TCGA-CJ-6030-11A-01R-1672-07","TCGA-CJ-6030",NA
"21","TCGA-B8-4619-11A-01R-1758-07","TCGA-B8-4619",NA
"22","TCGA-B0-5697-11A-01R-1541-07","TCGA-B0-5697",NA
"23","TCGA-B8-4622-11A-01R-1758-07","TCGA-B8-4622",NA
"24","TCGA-CZ-5469-11A-01R-1503-07","TCGA-CZ-5469",NA
"25","TCGA-B0-5402-11A-01R-1503-07","TCGA-B0-5402",NA
"26","TCGA-B0-5709-11A-01R-1541-07","TCGA-B0-5709",NA
"27","TCGA-B0-5712-11A-01R-1672-07","TCGA-B0-5712",NA
"28","TCGA-CZ-5463-11A-01R-1503-07","TCGA-CZ-5463",NA
"29","TCGA-CZ-5468-11A-01R-1503-07","TCGA-CZ-5468",NA
"30","TCGA-B0-5706-11A-01R-1541-07","TCGA-B0-5706",NA
"31","TCGA-CZ-5989-11A-01R-1672-07","TCGA-CZ-5989",NA
"32","TCGA-B8-4620-11A-01R-1758-07","TCGA-B8-4620",NA
"33","TCGA-CW-5591-11A-01R-1541-07","TCGA-CW-5591",NA
"34","TCGA-B0-5696-11A-01R-1541-07","TCGA-B0-5696",NA
