"","TCGA_barcode","TCGA_submitterID","Match_id"
"1","TCGA-DD-A39Z-11A-21R-A213-07","TCGA-DD-A39Z",NA
"2","TCGA-DD-A1EC-11A-11R-A131-07","TCGA-DD-A1EC",NA
"3","TCGA-FV-A3I0-11A-11R-A22L-07","TCGA-FV-A3I0",NA
"4","TCGA-EP-A3RK-11A-11R-A22L-07","TCGA-EP-A3RK",NA
"5","TCGA-DD-A39V-11A-11R-A213-07","TCGA-DD-A39V",NA
"6","TCGA-FV-A2QR-11A-11R-A213-07","TCGA-FV-A2QR",NA
"7","TCGA-DD-A11A-11A-11R-A131-07","TCGA-DD-A11A",NA
"8","TCGA-DD-A1EI-11A-11R-A131-07","TCGA-DD-A1EI",NA
"9","TCGA-BC-A216-11A-11R-A155-07","TCGA-BC-A216",NA
"10","TCGA-DD-A118-11A-11R-A131-07","TCGA-DD-A118",NA
"11","TCGA-BC-A10R-11A-11R-A131-07","TCGA-BC-A10R",NA
"12","TCGA-BC-A10Y-11A-11R-A131-07","TCGA-BC-A10Y",NA
"13","TCGA-DD-A119-11A-11R-A131-07","TCGA-DD-A119",NA
"14","TCGA-DD-A11C-11A-11R-A131-07","TCGA-DD-A11C",NA
"15","TCGA-DD-A1EJ-11A-11R-A155-07","TCGA-DD-A1EJ",NA
"16","TCGA-DD-A116-11A-12R-A26B-07","TCGA-DD-A116",NA
"17","TCGA-DD-A1EB-11A-11R-A131-07","TCGA-DD-A1EB",NA
"18","TCGA-DD-A1EE-11A-11R-A131-07","TCGA-DD-A1EE",NA
"19","TCGA-DD-A39W-11A-11R-A213-07","TCGA-DD-A39W",NA
"20","TCGA-DD-A114-11A-12R-A131-07","TCGA-DD-A114",NA
"21","TCGA-FV-A3R2-11A-11R-A22L-07","TCGA-FV-A3R2",NA
"22","TCGA-BC-A10X-11A-11R-A131-07","TCGA-BC-A10X",NA
"23","TCGA-DD-A1EH-11A-11R-A131-07","TCGA-DD-A1EH",NA
"24","TCGA-DD-A1EL-11A-11R-A155-07","TCGA-DD-A1EL",NA
"25","TCGA-DD-A113-11A-12R-A131-07","TCGA-DD-A113",NA
"26","TCGA-DD-A11B-11A-11R-A131-07","TCGA-DD-A11B",NA
"27","TCGA-BC-A10U-11A-11R-A131-07","TCGA-BC-A10U",NA
"28","TCGA-EP-A12J-11A-11R-A131-07","TCGA-EP-A12J",NA
"29","TCGA-FV-A23B-11A-11R-A16W-07","TCGA-FV-A23B",NA
"30","TCGA-BC-A110-11A-11R-A131-07","TCGA-BC-A110",NA
"31","TCGA-DD-A11D-11A-12R-A131-07","TCGA-DD-A11D",NA
"32","TCGA-EP-A26S-11A-12R-A16W-07","TCGA-EP-A26S",NA
"33","TCGA-DD-A3A4-11A-11R-A22L-07","TCGA-DD-A3A4",NA
"34","TCGA-DD-A3A3-11A-11R-A22L-07","TCGA-DD-A3A3",NA
"35","TCGA-ES-A2HT-11A-11R-A180-07","TCGA-ES-A2HT",NA
"36","TCGA-BC-A10Q-11A-11R-A131-07","TCGA-BC-A10Q",NA
"37","TCGA-BD-A3EP-11A-12R-A22L-07","TCGA-BD-A3EP",NA
"38","TCGA-DD-A3A6-11A-11R-A22L-07","TCGA-DD-A3A6",NA
"39","TCGA-DD-A3A1-11A-11R-A213-07","TCGA-DD-A3A1",NA
"40","TCGA-BD-A2L6-11A-21R-A213-07","TCGA-BD-A2L6",NA
"41","TCGA-DD-A3A2-11A-11R-A213-07","TCGA-DD-A3A2",NA
"42","TCGA-DD-A3A8-11A-11R-A22L-07","TCGA-DD-A3A8",NA
"43","TCGA-BC-A10W-11A-11R-A131-07","TCGA-BC-A10W",NA
"44","TCGA-DD-A3A5-11A-11R-A22L-07","TCGA-DD-A3A5",NA
"45","TCGA-DD-A1EG-11A-11R-A213-07","TCGA-DD-A1EG",NA
"46","TCGA-BC-A10Z-11A-11R-A131-07","TCGA-BC-A10Z",NA
"47","TCGA-BC-A10T-11A-11R-A131-07","TCGA-BC-A10T",NA
"48","TCGA-DD-A39X-11A-11R-A213-07","TCGA-DD-A39X",NA
"49","TCGA-G3-A3CH-11A-11R-A22L-07","TCGA-G3-A3CH",NA
"50","TCGA-FV-A3I1-11A-11R-A22L-07","TCGA-FV-A3I1",NA
