"","TCGA_barcode","TCGA_submitterID","Match_id"
"1","TCGA-KB-A93J-01A-11R-A39E-31","TCGA-KB-A93J",NA
"2","TCGA-IN-A7NT-01A-21R-A354-31","TCGA-IN-A7NT",NA
"3","TCGA-IN-A6RN-01A-12R-A33Y-31","TCGA-IN-A6RN",NA
"4","TCGA-BR-6710-01A-11R-1884-13","TCGA-BR-6710",NA
"5","TCGA-BR-4371-01A-01R-1157-13","TCGA-BR-4371",NA
"6","TCGA-HU-8238-01A-11R-2343-13","TCGA-HU-8238",NA
"7","TCGA-HU-8610-01A-22R-2402-13","TCGA-HU-8610",NA
"8","TCGA-HF-7133-01A-11R-2055-13","TCGA-HF-7133",NA
"9","TCGA-VQ-A8PH-01A-12R-A414-31","TCGA-VQ-A8PH",NA
"10","TCGA-CG-4438-01A-01R-1157-13","TCGA-CG-4438",NA
"11","TCGA-BR-6563-01A-13R-2055-13","TCGA-BR-6563",NA
"12","TCGA-CG-4477-01A-01R-1157-13","TCGA-CG-4477",NA
"13","TCGA-CD-A48A-01A-12R-A36D-31","TCGA-CD-A48A",NA
"14","TCGA-VQ-A91Q-01A-12R-A414-31","TCGA-VQ-A91Q",NA
"15","TCGA-R5-A7ZE-01B-11R-A354-31","TCGA-R5-A7ZE",NA
"16","TCGA-VQ-A8PP-01A-21R-A414-31","TCGA-VQ-A8PP",NA
"17","TCGA-VQ-A94U-01A-12R-A414-31","TCGA-VQ-A94U",NA
"18","TCGA-VQ-A94P-01A-13R-A414-31","TCGA-VQ-A94P",NA
"19","TCGA-BR-4191-01A-02R-1131-13","TCGA-BR-4191",NA
"20","TCGA-VQ-A91K-01A-11R-A414-31","TCGA-VQ-A91K",NA
"21","TCGA-BR-A4J4-01A-12R-A251-31","TCGA-BR-A4J4",NA
"22","TCGA-VQ-AA64-01A-11R-A414-31","TCGA-VQ-AA64",NA
"23","TCGA-R5-A7ZI-01A-11R-A354-31","TCGA-R5-A7ZI",NA
"24","TCGA-BR-8361-01A-11R-2343-13","TCGA-BR-8361",NA
"25","TCGA-BR-6707-01A-11R-1884-13","TCGA-BR-6707",NA
"26","TCGA-IN-7808-01A-11R-2203-13","TCGA-IN-7808",NA
"27","TCGA-HF-7132-01A-11R-2055-13","TCGA-HF-7132",NA
"28","TCGA-BR-A4J6-01A-11R-A251-31","TCGA-BR-A4J6",NA
"29","TCGA-BR-7959-01A-11R-2343-13","TCGA-BR-7959",NA
"30","TCGA-BR-4267-01A-01R-1131-13","TCGA-BR-4267",NA
"31","TCGA-IN-A6RR-01A-12R-A32D-31","TCGA-IN-A6RR",NA
"32","TCGA-RD-A7BS-01A-11R-A32D-31","TCGA-RD-A7BS",NA
