"","TCGA_barcode","TCGA_submitterID","Match_id"
"1","TCGA-AF-3400-11A-01R-A32Z-07","TCGA-AF-3400",NA
"2","TCGA-AG-3732-11A-01R-1660-07","TCGA-AG-3732",NA
"3","TCGA-AF-2689-11A-01R-A32Z-07","TCGA-AF-2689",NA
"4","TCGA-AG-3742-11A-01R-1660-07","TCGA-AG-3742",NA
"5","TCGA-AF-5654-11A-11R-1660-07","TCGA-AF-5654",NA
"6","TCGA-AH-6643-11A-01R-1830-07","TCGA-AH-6643",NA
"7","TCGA-AF-2691-11A-01R-A32Z-07","TCGA-AF-2691",NA
"8","TCGA-AF-2692-11A-01R-A32Z-07","TCGA-AF-2692",NA
"9","TCGA-AG-3731-11A-01R-1736-07","TCGA-AG-3731",NA
"10","TCGA-AG-3725-11A-01R-1736-07","TCGA-AG-3725",NA
