"","TCGA_barcode","TCGA_submitterID","Match_id"
"1","TCGA-DD-AAD8-01A-11R-A41C-07","TCGA-DD-AAD8",NA
"2","TCGA-O8-A75V-01A-11R-A32O-07","TCGA-O8-A75V",NA
"3","TCGA-CC-A9FS-01A-11R-A37K-07","TCGA-CC-A9FS",NA
"4","TCGA-DD-AACK-01A-11R-A41C-07","TCGA-DD-AACK",NA
"5","TCGA-DD-A4NQ-01A-21R-A28V-07","TCGA-DD-A4NQ",NA
"6","TCGA-DD-AADM-01A-11R-A41C-07","TCGA-DD-AADM",NA
"7","TCGA-G3-A7M7-01A-12R-A352-07","TCGA-G3-A7M7",NA
"8","TCGA-DD-AAD5-01A-11R-A41C-07","TCGA-DD-AAD5",NA
"9","TCGA-ES-A2HS-01A-11R-A180-07","TCGA-ES-A2HS",NA
"10","TCGA-G3-A5SL-01A-11R-A27V-07","TCGA-G3-A5SL",NA
"11","TCGA-ED-A7XO-01A-11R-A352-07","TCGA-ED-A7XO",NA
"12","TCGA-DD-A3A5-01A-11R-A22L-07","TCGA-DD-A3A5",NA
"13","TCGA-WQ-A9G7-01A-11R-A37K-07","TCGA-WQ-A9G7",NA
"14","TCGA-YA-A8S7-01A-11R-A37K-07","TCGA-YA-A8S7",NA
"15","TCGA-G3-AAV5-01A-11R-A37K-07","TCGA-G3-AAV5",NA
"16","TCGA-DD-AACE-01A-11R-A41C-07","TCGA-DD-AACE",NA
"17","TCGA-DD-A1EK-01A-11R-A213-07","TCGA-DD-A1EK",NA
"18","TCGA-UB-A7MF-01A-11R-A33J-07","TCGA-UB-A7MF",NA
"19","TCGA-ZP-A9D0-01A-11R-A37K-07","TCGA-ZP-A9D0",NA
"20","TCGA-DD-A4NF-01A-11R-A27V-07","TCGA-DD-A4NF",NA
"21","TCGA-5R-AA1D-01A-11R-A38B-07","TCGA-5R-AA1D",NA
"22","TCGA-2Y-A9GT-01A-11R-A38B-07","TCGA-2Y-A9GT",NA
"23","TCGA-DD-AACS-01A-11R-A41C-07","TCGA-DD-AACS",NA
"24","TCGA-G3-A25Z-01A-11R-A16W-07","TCGA-G3-A25Z",NA
"25","TCGA-BC-A10Z-01A-11R-A131-07","TCGA-BC-A10Z",NA
"26","TCGA-G3-AAV0-01A-11R-A37K-07","TCGA-G3-AAV0",NA
"27","TCGA-BC-A110-01A-11R-A131-07","TCGA-BC-A110",NA
"28","TCGA-G3-A7M8-01A-11R-A33R-07","TCGA-G3-A7M8",NA
"29","TCGA-BC-A112-01A-11R-A131-07","TCGA-BC-A112",NA
"30","TCGA-CC-5263-01A-01R-A131-07","TCGA-CC-5263",NA
"31","TCGA-BC-A10X-01A-11R-A131-07","TCGA-BC-A10X",NA
"32","TCGA-GJ-A6C0-01A-12R-A311-07","TCGA-GJ-A6C0",NA
"33","TCGA-CC-5260-01A-01R-A131-07","TCGA-CC-5260",NA
"34","TCGA-FV-A4ZQ-01A-11R-A266-07","TCGA-FV-A4ZQ",NA
"35","TCGA-BC-A10Q-01A-11R-A131-07","TCGA-BC-A10Q",NA
"36","TCGA-EP-A3JL-01A-11R-A213-07","TCGA-EP-A3JL",NA
"37","TCGA-DD-AAEH-01A-11R-A41C-07","TCGA-DD-AAEH",NA
"38","TCGA-DD-A4NK-01A-11R-A28V-07","TCGA-DD-A4NK",NA
"39","TCGA-KR-A7K0-01A-12R-A33R-07","TCGA-KR-A7K0",NA
"40","TCGA-G3-A25U-01A-11R-A16W-07","TCGA-G3-A25U",NA
"41","TCGA-ZP-A9CV-01A-11R-A38B-07","TCGA-ZP-A9CV",NA
"42","TCGA-DD-A1EB-01A-11R-A131-07","TCGA-DD-A1EB",NA
"43","TCGA-DD-AACD-01A-11R-A41C-07","TCGA-DD-AACD",NA
"44","TCGA-DD-AACY-01A-11R-A41C-07","TCGA-DD-AACY",NA
"45","TCGA-2Y-A9H0-01A-11R-A38B-07","TCGA-2Y-A9H0",NA
"46","TCGA-BC-A3KF-01A-11R-A213-07","TCGA-BC-A3KF",NA
"47","TCGA-BC-A10W-01A-11R-A131-07","TCGA-BC-A10W",NA
"48","TCGA-DD-A3A8-01A-11R-A22L-07","TCGA-DD-A3A8",NA
"49","TCGA-DD-A11C-01A-11R-A131-07","TCGA-DD-A11C",NA
"50","TCGA-DD-AAE6-01A-11R-A41C-07","TCGA-DD-AAE6",NA
"51","TCGA-DD-AADS-01A-11R-A41C-07","TCGA-DD-AADS",NA
"52","TCGA-XR-A8TG-01A-11R-A36F-07","TCGA-XR-A8TG",NA
"53","TCGA-2Y-A9H7-01A-11R-A39D-07","TCGA-2Y-A9H7",NA
"54","TCGA-KR-A7K2-01A-12R-A33R-07","TCGA-KR-A7K2",NA
"55","TCGA-G3-AAV2-01A-11R-A37K-07","TCGA-G3-AAV2",NA
"56","TCGA-DD-A39Y-01A-11R-A213-07","TCGA-DD-A39Y",NA
