"","TCGA_barcode","TCGA_submitterID","Match_id"
"1","TCGA-A7-A0CE-11A-21R-A089-07","TCGA-A7-A0CE",NA
"2","TCGA-A7-A0CH-11A-32R-A089-07","TCGA-A7-A0CH",NA
"3","TCGA-A7-A0D9-11A-53R-A089-07","TCGA-A7-A0D9",NA
"4","TCGA-A7-A0DB-11A-33R-A089-07","TCGA-A7-A0DB",NA
"5","TCGA-A7-A0DC-11A-41R-A089-07","TCGA-A7-A0DC",NA
"6","TCGA-A7-A13E-11A-61R-A12P-07","TCGA-A7-A13E",NA
"7","TCGA-A7-A13F-11A-42R-A12P-07","TCGA-A7-A13F",NA
"8","TCGA-A7-A13G-11A-51R-A13Q-07","TCGA-A7-A13G",NA
"9","TCGA-AC-A23H-11A-12R-A157-07","TCGA-AC-A23H",NA
"10","TCGA-AC-A2FB-11A-13R-A17B-07","TCGA-AC-A2FB",NA
"11","TCGA-AC-A2FF-11A-13R-A17B-07","TCGA-AC-A2FF",NA
"12","TCGA-AC-A2FM-11B-32R-A19W-07","TCGA-AC-A2FM",NA
"13","TCGA-BH-A0AU-11A-11R-A12P-07","TCGA-BH-A0AU",NA
"14","TCGA-BH-A0AY-11A-23R-A089-07","TCGA-BH-A0AY",NA
"15","TCGA-BH-A0AZ-11A-22R-A12P-07","TCGA-BH-A0AZ",NA
"16","TCGA-BH-A0B3-11B-21R-A089-07","TCGA-BH-A0B3",NA
"17","TCGA-BH-A0B5-11A-23R-A12P-07","TCGA-BH-A0B5",NA
"18","TCGA-BH-A0B7-11A-34R-A115-07","TCGA-BH-A0B7",NA
"19","TCGA-BH-A0B8-11A-41R-A089-07","TCGA-BH-A0B8",NA
"20","TCGA-BH-A0BA-11A-22R-A19E-07","TCGA-BH-A0BA",NA
"21","TCGA-BH-A0BC-11A-22R-A089-07","TCGA-BH-A0BC",NA
"22","TCGA-BH-A0BJ-11A-23R-A089-07","TCGA-BH-A0BJ",NA
"23","TCGA-BH-A0BM-11A-12R-A089-07","TCGA-BH-A0BM",NA
"24","TCGA-BH-A0BQ-11A-33R-A115-07","TCGA-BH-A0BQ",NA
"25","TCGA-BH-A0BS-11A-11R-A12P-07","TCGA-BH-A0BS",NA
"26","TCGA-BH-A0BT-11A-21R-A12P-07","TCGA-BH-A0BT",NA
"27","TCGA-BH-A0BV-11A-31R-A089-07","TCGA-BH-A0BV",NA
"28","TCGA-BH-A0BW-11A-12R-A115-07","TCGA-BH-A0BW",NA
"29","TCGA-BH-A0BZ-11A-61R-A12P-07","TCGA-BH-A0BZ",NA
"30","TCGA-BH-A0C0-11A-21R-A089-07","TCGA-BH-A0C0",NA
"31","TCGA-BH-A0C3-11A-23R-A12P-07","TCGA-BH-A0C3",NA
"32","TCGA-BH-A0DG-11A-43R-A12P-07","TCGA-BH-A0DG",NA
"33","TCGA-BH-A0DH-11A-31R-A089-07","TCGA-BH-A0DH",NA
"34","TCGA-BH-A0DK-11A-13R-A089-07","TCGA-BH-A0DK",NA
"35","TCGA-BH-A0DL-11A-13R-A115-07","TCGA-BH-A0DL",NA
"36","TCGA-BH-A0DO-11A-22R-A12D-07","TCGA-BH-A0DO",NA
"37","TCGA-BH-A0DP-11A-12R-A089-07","TCGA-BH-A0DP",NA
"38","TCGA-BH-A0DQ-11A-12R-A089-07","TCGA-BH-A0DQ",NA
"39","TCGA-BH-A0DT-11A-12R-A12D-07","TCGA-BH-A0DT",NA
"40","TCGA-BH-A0DV-11A-22R-A12P-07","TCGA-BH-A0DV",NA
"41","TCGA-BH-A0DZ-11A-22R-A089-07","TCGA-BH-A0DZ",NA
"42","TCGA-BH-A0E0-11A-13R-A089-07","TCGA-BH-A0E0",NA
"43","TCGA-BH-A0E1-11A-13R-A089-07","TCGA-BH-A0E1",NA
"44","TCGA-BH-A0H5-11A-62R-A115-07","TCGA-BH-A0H5",NA
"45","TCGA-BH-A0H7-11A-13R-A089-07","TCGA-BH-A0H7",NA
"46","TCGA-BH-A0H9-11A-22R-A466-07","TCGA-BH-A0H9",NA
"47","TCGA-BH-A0HA-11A-31R-A12P-07","TCGA-BH-A0HA",NA
"48","TCGA-BH-A0HK-11A-11R-A089-07","TCGA-BH-A0HK",NA
