"","TCGA_barcode","TCGA_submitterID","Match_id"
"1","TCGA-ZH-A8Y1-01A-11R-A41I-07","TCGA-ZH-A8Y1",NA
"2","TCGA-ZH-A8Y2-01A-11R-A41I-07","TCGA-ZH-A8Y2",NA
"3","TCGA-W5-AA31-01A-11R-A41I-07","TCGA-W5-AA31",NA
"4","TCGA-WD-A7RX-01A-12R-A41I-07","TCGA-WD-A7RX",NA
"5","TCGA-3X-AAVC-01A-21R-A41I-07","TCGA-3X-AAVC",NA
"6","TCGA-3X-AAVA-01A-11R-A41I-07","TCGA-3X-AAVA",NA
"7","TCGA-3X-AAVE-01A-11R-A41I-07","TCGA-3X-AAVE",NA
"8","TCGA-4G-AAZO-01A-12R-A41I-07","TCGA-4G-AAZO",NA
"9","TCGA-W6-AA0S-01A-11R-A41I-07","TCGA-W6-AA0S",NA
"10","TCGA-4G-AAZT-01A-11R-A41I-07","TCGA-4G-AAZT",NA
"11","TCGA-W5-AA2W-01A-11R-A41I-07","TCGA-W5-AA2W",NA
"12","TCGA-ZH-A8Y8-01A-51R-A41I-07","TCGA-ZH-A8Y8",NA
"13","TCGA-W5-AA33-01A-11R-A41I-07","TCGA-W5-AA33",NA
"14","TCGA-ZD-A8I3-01A-11R-A41I-07","TCGA-ZD-A8I3",NA
"15","TCGA-ZH-A8Y4-01A-11R-A41I-07","TCGA-ZH-A8Y4",NA
"16","TCGA-W5-AA2I-01A-32R-A41I-07","TCGA-W5-AA2I",NA
"17","TCGA-W5-AA2G-01A-11R-A41I-07","TCGA-W5-AA2G",NA
"18","TCGA-3X-AAV9-01A-72R-A41I-07","TCGA-3X-AAV9",NA
"19","TCGA-ZU-A8S4-01A-11R-A41I-07","TCGA-ZU-A8S4",NA
"20","TCGA-W5-AA2T-01A-12R-A41I-07","TCGA-W5-AA2T",NA
"21","TCGA-W5-AA2H-01A-31R-A41I-07","TCGA-W5-AA2H",NA
"22","TCGA-W5-AA2O-01A-11R-A41I-07","TCGA-W5-AA2O",NA
"23","TCGA-W5-AA2Q-01A-11R-A41I-07","TCGA-W5-AA2Q",NA
"24","TCGA-YR-A95A-01A-12R-A41I-07","TCGA-YR-A95A",NA
"25","TCGA-W5-AA2R-01A-11R-A41I-07","TCGA-W5-AA2R",NA
"26","TCGA-W5-AA36-01A-11R-A41I-07","TCGA-W5-AA36",NA
"27","TCGA-W5-AA2U-01A-11R-A41I-07","TCGA-W5-AA2U",NA
"28","TCGA-W5-AA30-01A-31R-A41I-07","TCGA-W5-AA30",NA
"29","TCGA-W5-AA38-01A-11R-A41I-07","TCGA-W5-AA38",NA
"30","TCGA-W5-AA34-01A-11R-A41I-07","TCGA-W5-AA34",NA
"31","TCGA-ZH-A8Y6-01A-11R-A41I-07","TCGA-ZH-A8Y6",NA
"32","TCGA-W5-AA2X-01A-11R-A41I-07","TCGA-W5-AA2X",NA
"33","TCGA-3X-AAVB-01A-31R-A41I-07","TCGA-3X-AAVB",NA
"34","TCGA-ZH-A8Y5-01A-11R-A41I-07","TCGA-ZH-A8Y5",NA
"35","TCGA-W5-AA39-01A-11R-A41I-07","TCGA-W5-AA39",NA
"36","TCGA-W5-AA2Z-01A-11R-A41I-07","TCGA-W5-AA2Z",NA
