"","TCGA_barcode","TCGA_submitterID","Match_id"
"24","TCGA-44-2656-01A-02R-A278-07","TCGA-44-2656",1
"501","TCGA-44-2656-01A-02R-0946-07","TCGA-44-2656",1
"502","TCGA-44-2656-01B-06R-A277-07","TCGA-44-2656",1
"45","TCGA-44-2666-01B-02R-A277-07","TCGA-44-2666",2
"140","TCGA-44-2666-01A-01R-A278-07","TCGA-44-2666",2
"326","TCGA-44-2666-01A-01R-0946-07","TCGA-44-2666",2
"48","TCGA-44-6147-01A-11R-1755-07","TCGA-44-6147",3
"137","TCGA-44-6147-01A-11R-A278-07","TCGA-44-6147",3
"381","TCGA-44-6147-01B-06R-A277-07","TCGA-44-6147",3
"72","TCGA-44-4112-01B-06R-A277-07","TCGA-44-4112",4
"284","TCGA-44-4112-01A-01R-1107-07","TCGA-44-4112",4
"98","TCGA-44-5645-01A-01R-A278-07","TCGA-44-5645",5
"126","TCGA-44-5645-01B-04R-A277-07","TCGA-44-5645",5
"202","TCGA-44-5645-01A-01R-1628-07","TCGA-44-5645",5
"133","TCGA-44-3917-01B-02R-A277-07","TCGA-44-3917",7
"192","TCGA-44-3917-01A-01R-A278-07","TCGA-44-3917",7
"151","TCGA-44-6146-01A-11R-1755-07","TCGA-44-6146",10
"377","TCGA-44-6146-01A-11R-A278-07","TCGA-44-6146",10
"429","TCGA-44-6146-01B-04R-A277-07","TCGA-44-6146",10
"181","TCGA-44-6775-01A-11R-1858-07","TCGA-44-6775",11
"379","TCGA-44-6775-01C-02R-A277-07","TCGA-44-6775",11
"505","TCGA-44-6775-01A-11R-A278-07","TCGA-44-6775",11
"304","TCGA-44-2662-01B-02R-A277-07","TCGA-44-2662",15
"334","TCGA-44-2662-01A-01R-0946-07","TCGA-44-2662",15
"442","TCGA-44-2662-01A-01R-A278-07","TCGA-44-2662",15
"319","TCGA-44-2668-01B-02R-A277-07","TCGA-44-2668",16
"407","TCGA-44-2668-01A-01R-0946-07","TCGA-44-2668",16
"500","TCGA-44-2668-01A-01R-A278-07","TCGA-44-2668",16
"329","TCGA-44-3918-01A-01R-1107-07","TCGA-44-3918",18
"403","TCGA-44-3918-01B-02R-A277-07","TCGA-44-3918",18
"451","TCGA-44-3918-01A-01R-A278-07","TCGA-44-3918",18
"1","TCGA-91-6840-01A-11R-1949-07","TCGA-91-6840",NA
"2","TCGA-78-8655-01A-11R-2403-07","TCGA-78-8655",NA
"3","TCGA-NJ-A7XG-01A-12R-A39D-07","TCGA-NJ-A7XG",NA
