"","TCGA_barcode","TCGA_submitterID","Match_id"
"1","TCGA-HZ-7923-01A-12R-2156-07","TCGA-HZ-7923",NA
"2","TCGA-F2-A44G-01A-11R-A26U-07","TCGA-F2-A44G",NA
"3","TCGA-IB-AAUO-01A-12R-A38C-07","TCGA-IB-AAUO",NA
"4","TCGA-HZ-7919-01A-11R-2156-07","TCGA-HZ-7919",NA
"5","TCGA-IB-7651-01A-11R-2156-07","TCGA-IB-7651",NA
"6","TCGA-3A-A9IC-01A-11R-A38C-07","TCGA-3A-A9IC",NA
"7","TCGA-US-A77G-01A-11R-A32O-07","TCGA-US-A77G",NA
"8","TCGA-IB-A5SO-01A-11R-A32O-07","TCGA-IB-A5SO",NA
"9","TCGA-OE-A75W-01A-12R-A32O-07","TCGA-OE-A75W",NA
"10","TCGA-L1-A7W4-01A-12R-A36G-07","TCGA-L1-A7W4",NA
"11","TCGA-IB-AAUS-01A-12R-A38C-07","TCGA-IB-AAUS",NA
"12","TCGA-LB-A7SX-01A-11R-A33R-07","TCGA-LB-A7SX",NA
"13","TCGA-HZ-8001-01A-11R-2204-07","TCGA-HZ-8001",NA
"14","TCGA-US-A774-01A-21R-A32O-07","TCGA-US-A774",NA
"15","TCGA-3A-A9J0-01A-11R-A41B-07","TCGA-3A-A9J0",NA
"16","TCGA-HV-A5A4-01A-11R-A26U-07","TCGA-HV-A5A4",NA
"17","TCGA-FB-A5VM-01A-11R-A32O-07","TCGA-FB-A5VM",NA
"18","TCGA-IB-AAUU-01A-11R-A37L-07","TCGA-IB-AAUU",NA
"19","TCGA-Q3-AA2A-01A-11R-A37L-07","TCGA-Q3-AA2A",NA
"20","TCGA-HZ-7922-01A-11R-2156-07","TCGA-HZ-7922",NA
"21","TCGA-IB-7886-01A-11R-2156-07","TCGA-IB-7886",NA
"22","TCGA-HZ-8637-01A-11R-2404-07","TCGA-HZ-8637",NA
"23","TCGA-HZ-8002-01A-11R-2204-07","TCGA-HZ-8002",NA
"24","TCGA-XN-A8T3-01A-11R-A36G-07","TCGA-XN-A8T3",NA
"25","TCGA-HZ-8636-01A-21R-2404-07","TCGA-HZ-8636",NA
"26","TCGA-2J-AAB6-01A-11R-A41B-07","TCGA-2J-AAB6",NA
"27","TCGA-H6-A45N-01A-11R-A26U-07","TCGA-H6-A45N",NA
"28","TCGA-HV-A7OL-01A-11R-A33R-07","TCGA-HV-A7OL",NA
"29","TCGA-F2-A7TX-01A-33R-A38C-07","TCGA-F2-A7TX",NA
"30","TCGA-HZ-A77O-01A-11R-A33R-07","TCGA-HZ-A77O",NA
"31","TCGA-XN-A8T5-01A-12R-A36G-07","TCGA-XN-A8T5",NA
"32","TCGA-IB-A5ST-01A-11R-A32O-07","TCGA-IB-A5ST",NA
"33","TCGA-HV-AA8V-01A-11R-A41B-07","TCGA-HV-AA8V",NA
"34","TCGA-Q3-A5QY-01A-12R-A32O-07","TCGA-Q3-A5QY",NA
"35","TCGA-3A-A9IJ-01A-11R-A39D-07","TCGA-3A-A9IJ",NA
"36","TCGA-IB-A7M4-01A-11R-A36G-07","TCGA-IB-A7M4",NA
