"","TCGA_barcode","TCGA_submitterID","Match_id"
"1","TCGA-HE-A5NK-01A-11R-A26U-07","TCGA-HE-A5NK",NA
"2","TCGA-BQ-7051-01A-12R-1965-07","TCGA-BQ-7051",NA
"3","TCGA-2Z-A9JQ-01A-11R-A42S-07","TCGA-2Z-A9JQ",NA
"4","TCGA-B1-A656-01A-11R-A31O-07","TCGA-B1-A656",NA
"5","TCGA-MH-A855-01A-11R-A355-07","TCGA-MH-A855",NA
"6","TCGA-PJ-A5Z9-01A-11R-A28H-07","TCGA-PJ-A5Z9",NA
"7","TCGA-5P-A9K4-01A-11R-A42S-07","TCGA-5P-A9K4",NA
"8","TCGA-2Z-A9J1-01A-11R-A38C-07","TCGA-2Z-A9J1",NA
"9","TCGA-A4-8310-01A-11R-2404-07","TCGA-A4-8310",NA
"10","TCGA-AL-3466-01A-02R-1351-07","TCGA-AL-3466",NA
"11","TCGA-UZ-A9Q0-01A-12R-A42S-07","TCGA-UZ-A9Q0",NA
"12","TCGA-F9-A8NY-01A-11R-A36F-07","TCGA-F9-A8NY",NA
"13","TCGA-BQ-5883-01A-11R-1592-07","TCGA-BQ-5883",NA
"14","TCGA-2Z-A9JS-01A-21R-A42S-07","TCGA-2Z-A9JS",NA
"15","TCGA-Y8-A898-01A-11R-A355-07","TCGA-Y8-A898",NA
"16","TCGA-P4-A5EB-01A-11R-A28H-07","TCGA-P4-A5EB",NA
"17","TCGA-A4-7732-01A-11R-2139-07","TCGA-A4-7732",NA
"18","TCGA-BQ-5879-01A-11R-1592-07","TCGA-BQ-5879",NA
"19","TCGA-DW-5561-01A-01R-1592-07","TCGA-DW-5561",NA
"20","TCGA-BQ-5875-01A-11R-1592-07","TCGA-BQ-5875",NA
"21","TCGA-UZ-A9PX-01A-11R-A42S-07","TCGA-UZ-A9PX",NA
"22","TCGA-A4-A5XZ-01A-11R-A31O-07","TCGA-A4-A5XZ",NA
"23","TCGA-5P-A9JW-01A-11R-A42S-07","TCGA-5P-A9JW",NA
"24","TCGA-B9-4117-01A-02R-1351-07","TCGA-B9-4117",NA
"25","TCGA-BQ-7050-01A-11R-1965-07","TCGA-BQ-7050",NA
"26","TCGA-5P-A9JV-01A-12R-A42S-07","TCGA-5P-A9JV",NA
"27","TCGA-B3-3926-01A-02R-1351-07","TCGA-B3-3926",NA
"28","TCGA-BQ-7056-01A-11R-1965-07","TCGA-BQ-7056",NA
"29","TCGA-G7-6789-01A-11R-1965-07","TCGA-G7-6789",NA
"30","TCGA-B1-A47M-01A-11R-A24Z-07","TCGA-B1-A47M",NA
"31","TCGA-IA-A40U-01A-11R-A24Z-07","TCGA-IA-A40U",NA
"32","TCGA-G7-A8LC-01A-11R-A36F-07","TCGA-G7-A8LC",NA
"33","TCGA-MH-A561-01A-11R-A26U-07","TCGA-MH-A561",NA
"34","TCGA-A4-7584-01A-11R-2139-07","TCGA-A4-7584",NA
"35","TCGA-5P-A9K2-01A-11R-A42S-07","TCGA-5P-A9K2",NA
"36","TCGA-5P-A9KC-01A-11R-A42S-07","TCGA-5P-A9KC",NA
"37","TCGA-IZ-A6M9-01A-11R-A31O-07","TCGA-IZ-A6M9",NA
"38","TCGA-2Z-A9JT-01A-11R-A42S-07","TCGA-2Z-A9JT",NA
"39","TCGA-2Z-A9J8-01A-11R-A42S-07","TCGA-2Z-A9J8",NA
"40","TCGA-P4-A5E8-01A-11R-A28H-07","TCGA-P4-A5E8",NA
"41","TCGA-IZ-A6M8-01A-11R-A31O-07","TCGA-IZ-A6M8",NA
"42","TCGA-A4-A4ZT-01A-11R-A26U-07","TCGA-A4-A4ZT",NA
"43","TCGA-SX-A7SM-01A-11R-A355-07","TCGA-SX-A7SM",NA
"44","TCGA-GL-A9DD-01A-11R-A37K-07","TCGA-GL-A9DD",NA
"45","TCGA-2Z-A9JM-01A-12R-A42S-07","TCGA-2Z-A9JM",NA
"46","TCGA-B1-A655-01A-11R-A31O-07","TCGA-B1-A655",NA
"47","TCGA-BQ-5894-01A-11R-1592-07","TCGA-BQ-5894",NA
"48","TCGA-UZ-A9PJ-01A-11R-A38C-07","TCGA-UZ-A9PJ",NA
"49","TCGA-A4-8515-01A-11R-2404-07","TCGA-A4-8515",NA
"50","TCGA-A4-7734-01A-11R-A32Z-07","TCGA-A4-7734",NA
"51","TCGA-DW-7836-01A-11R-2139-07","TCGA-DW-7836",NA
"52","TCGA-BQ-5886-01A-11R-1592-07","TCGA-BQ-5886",NA
"53","TCGA-BQ-5878-01A-11R-1592-07","TCGA-BQ-5878",NA
"54","TCGA-G7-6792-01A-21R-1965-07","TCGA-G7-6792",NA
"55","TCGA-2Z-A9JR-01A-12R-A42S-07","TCGA-2Z-A9JR",NA
"56","TCGA-SX-A7SN-01A-11R-A355-07","TCGA-SX-A7SN",NA
"57","TCGA-A4-A57E-01A-11R-A26U-07","TCGA-A4-A57E",NA
"58","TCGA-G7-6793-01A-11R-1965-07","TCGA-G7-6793",NA
"59","TCGA-BQ-5881-01A-11R-1592-07","TCGA-BQ-5881",NA
"60","TCGA-UZ-A9PV-01A-11R-A42S-07","TCGA-UZ-A9PV",NA
"61","TCGA-UZ-A9PK-01A-11R-A38C-07","TCGA-UZ-A9PK",NA
"62","TCGA-J7-6720-01A-11R-2139-07","TCGA-J7-6720",NA
"63","TCGA-UZ-A9PQ-01A-11R-A42S-07","TCGA-UZ-A9PQ",NA
"64","TCGA-AL-3473-01A-01R-1193-07","TCGA-AL-3473",NA
"65","TCGA-IA-A40X-01A-11R-A24Z-07","TCGA-IA-A40X",NA
"66","TCGA-5P-A9KA-01A-11R-A42S-07","TCGA-5P-A9KA",NA
"67","TCGA-B1-A47O-01A-11R-A24Z-07","TCGA-B1-A47O",NA
"68","TCGA-DW-7837-01A-11R-2139-07","TCGA-DW-7837",NA
"69","TCGA-AL-3472-01A-01R-1193-07","TCGA-AL-3472",NA
"70","TCGA-UZ-A9PO-01A-11R-A38C-07","TCGA-UZ-A9PO",NA
"71","TCGA-DW-7834-01A-11R-2139-07","TCGA-DW-7834",NA
"72","TCGA-A4-7996-01A-11R-2204-07","TCGA-A4-7996",NA
"73","TCGA-B1-A657-01A-11R-A31O-07","TCGA-B1-A657",NA
"74","TCGA-DW-7963-01B-11R-A28H-07","TCGA-DW-7963",NA
"75","TCGA-KV-A6GD-01A-11R-A31O-07","TCGA-KV-A6GD",NA
"76","TCGA-SX-A71S-01A-11R-A33Z-07","TCGA-SX-A71S",NA
"77","TCGA-2Z-A9JE-01A-11R-A42S-07","TCGA-2Z-A9JE",NA
"78","TCGA-2Z-A9J6-01A-11R-A38C-07","TCGA-2Z-A9J6",NA
