"","TCGA_barcode","TCGA_submitterID","Match_id"
"1","TCGA-WC-A882-01A-11R-A405-07","TCGA-WC-A882",NA
"2","TCGA-V4-A9F0-01A-11R-A405-07","TCGA-V4-A9F0",NA
"3","TCGA-V4-A9EC-01A-11R-A405-07","TCGA-V4-A9EC",NA
"4","TCGA-VD-AA8Q-01A-11R-A405-07","TCGA-VD-AA8Q",NA
"5","TCGA-V4-A9ET-01A-11R-A405-07","TCGA-V4-A9ET",NA
"6","TCGA-WC-A884-01A-11R-A405-07","TCGA-WC-A884",NA
"7","TCGA-V3-A9ZY-01A-11R-A405-07","TCGA-V3-A9ZY",NA
"8","TCGA-VD-A8KD-01A-11R-A405-07","TCGA-VD-A8KD",NA
"9","TCGA-V4-A9EL-01A-11R-A405-07","TCGA-V4-A9EL",NA
"10","TCGA-VD-A8KM-01A-11R-A405-07","TCGA-VD-A8KM",NA
"11","TCGA-V4-A9EA-01A-11R-A405-07","TCGA-V4-A9EA",NA
"12","TCGA-VD-A8KH-01A-11R-A405-07","TCGA-VD-A8KH",NA
"13","TCGA-V4-A9EJ-01A-11R-A405-07","TCGA-V4-A9EJ",NA
"14","TCGA-V4-A9E5-01A-11R-A405-07","TCGA-V4-A9E5",NA
"15","TCGA-VD-A8KG-01A-11R-A405-07","TCGA-VD-A8KG",NA
"16","TCGA-V4-A9F8-01A-11R-A405-07","TCGA-V4-A9F8",NA
"17","TCGA-RZ-AB0B-01A-11R-A405-07","TCGA-RZ-AB0B",NA
"18","TCGA-V4-A9EF-01A-21R-A405-07","TCGA-V4-A9EF",NA
"19","TCGA-VD-AA8P-01A-11R-A405-07","TCGA-VD-AA8P",NA
"20","TCGA-VD-AA8R-01A-11R-A405-07","TCGA-VD-AA8R",NA
"21","TCGA-V4-A9EK-01A-11R-A405-07","TCGA-V4-A9EK",NA
"22","TCGA-V4-A9EU-01A-11R-A405-07","TCGA-V4-A9EU",NA
"23","TCGA-VD-A8KJ-01A-11R-A405-07","TCGA-VD-A8KJ",NA
"24","TCGA-WC-A888-01A-11R-A405-07","TCGA-WC-A888",NA
"25","TCGA-VD-AA8S-01B-11R-A405-07","TCGA-VD-AA8S",NA
"26","TCGA-WC-A881-01A-12R-A405-07","TCGA-WC-A881",NA
"27","TCGA-VD-AA8M-01A-11R-A405-07","TCGA-VD-AA8M",NA
"28","TCGA-V4-A9ED-01A-11R-A405-07","TCGA-V4-A9ED",NA
"29","TCGA-V4-A9EX-01A-11R-A405-07","TCGA-V4-A9EX",NA
"30","TCGA-V4-A9E8-01A-11R-A405-07","TCGA-V4-A9E8",NA
"31","TCGA-VD-A8KB-01A-11R-A405-07","TCGA-VD-A8KB",NA
"32","TCGA-VD-A8KI-01A-11R-A405-07","TCGA-VD-A8KI",NA
"33","TCGA-WC-A885-01A-11R-A405-07","TCGA-WC-A885",NA
"34","TCGA-WC-AA9A-01A-11R-A405-07","TCGA-WC-AA9A",NA
"35","TCGA-V4-A9E9-01A-11R-A405-07","TCGA-V4-A9E9",NA
"36","TCGA-V4-A9EH-01A-11R-A405-07","TCGA-V4-A9EH",NA
"37","TCGA-WC-A87T-01A-11R-A405-07","TCGA-WC-A87T",NA
"38","TCGA-V4-A9EV-01A-11R-A405-07","TCGA-V4-A9EV",NA
"39","TCGA-WC-A87W-01A-11R-A405-07","TCGA-WC-A87W",NA
"40","TCGA-V4-A9F3-01A-11R-A405-07","TCGA-V4-A9F3",NA
"41","TCGA-VD-A8KL-01A-11R-A405-07","TCGA-VD-A8KL",NA
